Date,Open Price,High Price,Low Price,Last Price,VWAP (Vol Weighted Average Price),Volume
8/15/19,2.60184,2.6146,2.59546,2.60822,2.6051,115765
8/16/19,2.62027,2.62665,2.60752,2.62027,2.6175,45100
8/19/19,2.65093,2.67005,2.64456,2.66368,2.661,118404
8/20/19,2.66493,2.67768,2.66493,2.67131,2.6665,87637
8/21/19,2.65215,2.67765,2.64577,2.65215,2.6539,54665
8/22/19,2.6784,2.6784,2.66565,2.67202,2.6745,36950
8/23/19,2.671,2.68375,2.671,2.67738,2.6761,68600
8/26/19,2.59378,2.62564,2.56829,2.6129,2.5981,278031
8/27/19,2.62514,2.63788,2.61877,2.62514,2.6329,167700
8/28/19,2.63242,2.63242,2.6133,2.61967,2.6222,78982
8/29/19,2.63171,2.6572,2.63171,2.6572,2.6376,46062
8/30/19,2.67172,2.68447,2.67172,2.67809,2.676,102597
9/2/19,2.65825,2.68375,2.65188,2.65825,2.6598,70269
9/3/19,2.66483,2.66483,2.65208,2.65208,2.6577,21221
9/4/19,2.65337,2.68526,2.65337,2.67888,2.6727,46797
9/5/19,2.67915,2.71743,2.67915,2.69829,2.7067,38301
9/6/19,2.6855,2.73653,2.6855,2.73015,2.7259,151528
9/9/19,2.74284,2.74284,2.73008,2.73008,2.7323,94413
9/10/19,2.74231,2.74231,2.7168,2.7168,2.7198,169029
9/11/19,2.71708,2.74259,2.71708,2.74259,2.73,45408
9/12/19,2.75382,2.7666,2.75382,2.76021,2.7613,25659
9/13/19,2.83089,2.83089,2.7606,2.77338,2.7752,37430
9/16/19,2.76911,2.7819,2.73074,2.73713,2.7539,61800
9/17/19,2.75512,2.76151,2.74873,2.76151,2.7587,49911
9/18/19,2.76472,2.76472,2.74557,2.75195,2.7496,48122
9/19/19,2.75192,2.76469,2.74553,2.74553,2.7557,30600
9/20/19,2.76236,2.76874,2.7496,2.76236,2.7526,70832
9/23/19,2.76183,2.76821,2.7427,2.75545,2.7511,22811
9/24/19,2.7674,2.7674,2.74189,2.74827,2.7482,154114
9/25/19,2.73004,2.73642,2.71729,2.72367,2.7295,25915
9/26/19,2.73691,2.73691,2.73053,2.73053,2.733,16651
9/27/19,2.7359,2.7359,2.71677,2.7359,2.7282,45705
9/30/19,2.74266,2.74266,2.72353,2.72991,2.7277,91946
10/1/19,2.74266,2.74266,2.72353,2.72991,2.7277,91946
10/2/19,2.72217,2.72217,2.68392,2.68392,2.6978,70659
10/3/19,2.66503,2.67141,2.64591,2.64591,2.6549,67889
10/4/19,2.66446,2.67083,2.65171,2.65808,2.6618,51695
10/7/19,2.66446,2.67083,2.65171,2.65808,2.6618,51695
10/8/19,2.67707,2.70256,2.67707,2.68982,2.6945,56999
10/9/19,2.66391,2.66391,2.63842,2.66391,2.6612,65926
10/10/19,2.67172,2.7036,2.66534,2.7036,2.6769,186819
10/11/19,2.7027,2.71545,2.68995,2.71545,2.7031,78000
10/14/19,2.71524,2.74074,2.70887,2.71524,2.7272,37641
10/15/19,2.72176,2.7345,2.71538,2.72176,2.7194,33885
10/16/19,2.73426,2.74063,2.72789,2.74063,2.7353,31078
10/17/19,2.74084,2.74722,2.73447,2.74084,2.7368,39058
10/18/19,2.74778,2.7669,2.7414,2.7414,2.7427,27315
10/21/19,2.73468,2.74743,2.73468,2.73468,2.7365,89008
10/22/19,2.78599,2.78599,2.75412,2.75412,2.7574,36120
10/23/19,2.76092,2.76092,2.72903,2.73541,2.7403,42614
10/24/19,2.75598,2.76236,2.7496,2.75598,2.7555,123137
10/25/19,2.75573,2.75573,2.7366,2.74298,2.7449,123482
10/28/19,2.75524,2.77438,2.75524,2.768,2.7672,95826
10/29/19,2.78068,2.78706,2.77431,2.78068,2.7771,69248
10/30/19,2.78072,2.78072,2.77434,2.78072,2.7763,44422
10/31/19,2.78132,2.79408,2.78132,2.7877,2.7899,94400
11/1/19,2.78813,2.79451,2.78175,2.78813,2.7882,49100
11/4/19,2.80734,2.8201,2.80734,2.81372,2.8115,75717
11/5/19,2.82125,2.83402,2.81487,2.82125,2.8245,32996
11/6/19,2.81724,2.81724,2.81086,2.81724,2.8128,34534
11/7/19,2.81093,2.83009,2.80454,2.83009,2.8158,60375
11/8/19,2.83049,2.83049,2.81771,2.8241,2.8265,14900
11/11/19,2.82385,2.83024,2.82385,2.82385,2.8276,39198
11/12/19,2.82966,2.83605,2.82327,2.83605,2.8296,18100
11/13/19,2.82215,2.84131,2.82215,2.82215,2.8295,86483
11/14/19,2.8293,2.84207,2.8293,2.8293,2.8308,120231
11/15/19,2.84301,2.8494,2.84301,2.8494,2.8471,45900
11/18/19,2.8616,2.86798,2.84882,2.86798,2.8594,74289
11/19/19,2.86141,2.87419,2.85503,2.85503,2.8582,124700
11/20/19,2.84973,2.85612,2.84334,2.84973,2.8498,48794
11/21/19,2.85769,2.85769,2.83212,2.83212,2.8365,132385
11/22/19,2.84378,2.85017,2.83739,2.85017,2.8401,48000
11/25/19,2.84915,2.86192,2.84915,2.86192,2.8575,17521
11/26/19,2.87408,2.87408,2.8613,2.8613,2.8639,188352
11/27/19,2.88054,2.88054,2.87415,2.87415,2.8777,73010
11/28/19,2.88098,2.88098,2.87459,2.87459,2.8781,96932
11/29/19,2.88057,2.88696,2.87419,2.88057,2.8813,92000
12/2/19,2.88681,2.91875,2.88681,2.8932,2.8993,125447
12/3/19,2.9186,2.9186,2.84835,2.87389,2.8716,78000
12/4/19,2.86112,2.9186,2.8228,2.82919,2.8465,87296
12/5/19,2.85484,2.874,2.84846,2.874,2.8592,33972
12/6/19,2.87389,2.87389,2.86112,2.87389,2.8708,31007
12/9/19,2.87419,2.90612,2.87419,2.89335,2.8875,31060
12/10/19,2.88748,2.88748,2.8747,2.88748,2.8855,24529
12/11/19,2.88695,2.89336,2.88055,2.89336,2.8858,25200
12/12/19,2.90236,2.90236,2.88954,2.89595,2.8946,50500
12/13/19,2.91801,2.95008,2.91801,2.93084,2.9325,112577
12/16/19,2.93347,3.03618,2.92064,2.95273,2.9393,60340
12/17/19,2.96625,2.96625,2.92773,2.95341,2.9441,42800
12/18/19,2.93442,2.94726,2.92799,2.94084,2.9363,42900
12/19/19,2.94431,2.95072,2.92506,2.92506,2.9381,32700
12/20/19,2.94318,2.96241,2.94318,2.96241,2.9584,29754
12/23/19,3.00551,3.02478,2.96698,2.9734,2.9833,36332
12/24/19,2.97237,2.97879,2.96595,2.97237,2.9725,17400
12/25/19,2.97237,2.97879,2.96595,2.97237,2.9725,17400
12/26/19,2.97237,2.97879,2.96595,2.97237,2.9725,17400
12/27/19,2.97283,3.01777,2.97283,2.99851,2.9924,40323
12/30/19,2.99247,3.01816,2.97963,2.99247,2.988,74711
12/31/19,2.9849,3.02984,2.96564,2.97848,2.9825,73952
1/1/20,2.9849,3.02984,2.96564,2.97848,2.9825,73952
1/2/20,2.9846,3.01027,2.93325,2.97176,2.968,178826
1/3/20,3.0019,3.02119,2.94405,2.95048,2.9675,251200
1/6/20,2.95416,2.95416,2.92842,2.94773,2.9417,104934
1/7/20,2.95717,2.97646,2.95717,2.9636,2.9682,63941
1/8/20,2.93225,2.95797,2.90653,2.95154,2.9378,160492
1/9/20,2.9355,2.99343,2.9355,2.99343,2.9743,1125507
1/10/20,2.99382,3.0067,2.99382,3.0067,3.0013,103174
1/13/20,2.99802,3.00445,2.99158,2.99802,2.9978,94201
1/14/20,3.01561,3.01561,3.00275,3.00918,3.0128,88396
1/15/20,3.00472,3.01759,2.99829,3.01116,3.0088,97898
1/16/20,3.00434,3.02364,3.00434,3.02364,3.0129,70442
1/17/20,3.03175,3.05106,3.03175,3.04462,3.0404,75563
1/20/20,3.08896,3.21767,3.03748,3.04391,3.0528,68702
1/21/20,3.03767,3.05055,3.0248,3.03124,3.0339,94250
1/22/20,3.02367,3.04941,3.02367,3.03654,3.0333,605336
1/23/20,3.03607,3.03607,3.02321,3.02964,3.0319,69761
1/24/20,3.03642,3.04929,3.03642,3.04286,3.0414,36800
1/27/20,3.03642,3.04929,3.03642,3.04286,3.0414,36800
1/28/20,3.03642,3.04929,3.03642,3.04286,3.0414,36800
1/29/20,3.0427,3.0427,2.99124,2.99767,3.0105,556773
1/30/20,2.99979,2.99979,2.95473,2.95473,2.9717,319432
1/31/20,2.95538,3.02621,2.95538,3.01333,3.0145,106005
2/3/20,3.00612,3.00612,2.96106,2.97393,2.9699,167579
2/4/20,2.97466,3.00041,2.96822,3.00041,2.9833,98782
2/5/20,3.00751,3.02039,3.00751,3.00751,3.017,93917
2/6/20,3.05294,3.09159,3.05294,3.05938,3.0668,124950
2/7/20,3.052,3.06488,3.052,3.06488,3.0573,73673
2/10/20,3.06448,3.06448,3.02585,3.03873,3.0504,63995
2/11/20,3.07108,3.08396,3.07108,3.08396,3.0741,37972
2/12/20,3.08825,3.08825,3.06251,3.08181,3.0782,76900
2/13/20,3.08988,3.08988,3.077,3.077,3.085,108818
2/14/20,3.08336,3.10267,3.08336,3.0898,3.0922,115624
2/17/20,3.09596,3.10883,3.09596,3.10883,3.1012,125189
2/18/20,3.10255,3.11543,3.0768,3.0768,3.0894,184555
2/19/20,3.08154,3.10084,3.08154,3.08797,3.0905,52800
2/20/20,3.09649,3.12861,3.08364,3.09649,3.104,49704
2/21/20,3.10738,3.08812,3.05602,3.06244,3.0726,141461
2/24/20,3.06001,3.06001,3.00227,3.00227,3.013,191576
2/25/20,2.99101,3.01027,2.97176,2.99743,2.9898,352120
2/26/20,2.98956,2.98956,2.88049,2.89974,2.8975,976574
2/27/20,2.87441,2.87441,2.82308,2.84233,2.8359,1031385
2/28/20,2.7585,2.7585,2.6751,2.70718,2.7111,1580800
3/2/20,2.71166,2.78235,2.69881,2.78235,2.7387,1107400
3/3/20,2.85027,2.85027,2.79236,2.8181,2.8287,622500
3/4/20,2.76663,2.80523,2.76019,2.80523,2.7859,167000
3/5/20,2.84942,2.85586,2.83656,2.84299,2.8482,229300
3/6/20,2.79276,2.79919,2.74128,2.76058,2.759,632094
3/9/20,2.63716,2.68862,2.58571,2.59214,2.6102,1174140
3/10/20,2.5737,2.63161,2.5737,2.59944,2.6084,1270784
3/11/20,2.63886,2.65173,2.56163,2.59381,2.5816,667700
3/12/20,2.50636,2.50636,2.40354,2.45238,2.4336,1639447
3/13/20,2.33859,2.40806,2.2254,2.39262,2.298,2389807
3/16/20,2.31726,2.446,2.27349,2.29151,2.313,790627
3/17/20,2.31303,2.37227,2.26667,2.36455,2.3128,1105755
3/18/20,2.31777,2.36412,2.189,2.22506,2.2316,1639418
3/19/20,2.26676,2.26676,2.1122,2.1869,2.1881,882628
3/20/20,2.24076,2.32069,2.18145,2.30007,2.2317,531689
3/23/20,2.12763,2.18953,2.02705,2.06316,2.0708,1572802
3/24/20,2.09951,2.19494,2.09693,2.15367,2.1487,1255277
3/25/20,2.21855,2.29336,2.21855,2.28821,2.2637,1142929
3/26/20,2.28835,2.28835,2.24192,2.24192,2.2602,490634
3/27/20,2.34778,2.38906,2.34778,2.35036,2.3655,1316200
3/30/20,2.30863,2.35507,2.28026,2.30863,2.3038,521761
3/31/20,2.35828,2.43569,2.35828,2.42021,2.4109,670400
4/1/20,2.38611,2.38611,2.27003,2.29067,2.3152,596688
4/2/20,2.25754,2.29882,2.25754,2.29366,2.2787,408356
4/3/20,2.29855,2.30629,2.25728,2.29081,2.2886,262021
4/6/20,2.34781,2.37877,2.33491,2.37103,2.3566,527400
4/7/20,2.43267,2.48942,2.40945,2.4791,2.4402,818734
4/8/20,2.42008,2.47942,2.40718,2.43556,2.432,805872
4/9/20,2.48926,2.54343,2.48926,2.53827,2.5139,1153804
4/10/20,2.48926,2.54343,2.48926,2.53827,2.5139,1153804
4/13/20,2.48926,2.54343,2.48926,2.53827,2.5139,1153804
4/14/20,2.53886,2.57499,2.53112,2.5595,2.5582,720162
4/15/20,2.59335,2.5998,2.56496,2.56754,2.5878,779880
4/16/20,2.5467,2.57509,2.52348,2.56734,2.5376,661700
4/17/20,2.63202,2.65137,2.61912,2.63202,2.6359,956700
4/20/20,2.63212,2.63857,2.60632,2.62567,2.6185,705310
4/21/20,2.60642,2.60642,2.54964,2.55997,2.5693,603079
4/22/20,2.51352,2.53932,2.50319,2.53158,2.5171,164126
4/23/20,2.5599,2.57796,2.547,2.547,2.5616,161197
4/24/20,2.53651,2.55199,2.52877,2.54683,2.5392,242654
4/27/20,2.5871,2.62581,2.57806,2.60645,2.6069,517554
4/28/20,2.62567,2.64502,2.61922,2.63857,2.6267,441113
4/29/20,2.64499,2.66434,2.64499,2.65789,2.6565,185421
4/30/20,2.64499,2.66434,2.64499,2.65789,2.6565,185421
5/1/20,2.64499,2.66434,2.64499,2.65789,2.6565,185421
5/4/20,2.5689,2.58566,2.55342,2.57148,2.5659,273541
5/5/20,2.60528,2.63107,2.60528,2.63107,2.6151,135654
5/6/20,2.63799,2.65089,2.6122,2.63799,2.631,107144
5/7/20,2.63199,2.63844,2.59973,2.63199,2.6179,99839
5/8/20,2.67042,2.67687,2.65752,2.66397,2.6706,215004
5/11/20,2.67083,2.70309,2.67083,2.69018,2.6965,167119
5/12/20,2.67721,2.67721,2.65141,2.67076,2.666,347365
5/13/20,2.63192,2.64482,2.59321,2.61902,2.6127,250600
5/14/20,2.60591,2.60591,2.56721,2.58011,2.5762,221508
5/15/20,2.60595,2.63175,2.5995,2.63175,2.6102,175097
5/18/20,2.63178,2.65113,2.63178,2.65113,2.6406,252507
5/19/20,2.70936,2.72226,2.69001,2.70936,2.7035,314600
5/20/20,2.70964,2.70964,2.68384,2.69029,2.6906,135729
5/21/20,2.72097,2.72097,2.69517,2.70807,2.7049,155406
5/22/20,2.69462,2.69462,2.66239,2.66239,2.6768,266041
5/25/20,2.70807,2.72097,2.70807,2.71452,2.7164,161367
5/26/20,2.74105,2.76685,2.7346,2.7604,2.7538,261617
5/27/20,2.75994,2.77283,2.74704,2.76639,2.7576,239698
5/28/20,2.78598,2.79888,2.77953,2.79888,2.7891,436341
5/29/20,2.77989,2.78634,2.76054,2.76054,2.7752,287144
6/1/20,2.7762,2.80458,2.7762,2.802,2.7955,392211
6/2/20,2.79964,2.82544,2.78674,2.82544,2.7944,699823
6/3/20,2.83089,2.84122,2.82831,2.84122,2.8319,769865
6/4/20,2.85932,2.87222,2.849,2.85158,2.8574,258747
6/5/20,2.85932,2.8877,2.85416,2.8877,2.8681,632236
6/8/20,2.92899,2.93674,2.91867,2.92641,2.9304,421522
6/9/20,2.95484,2.96516,2.94194,2.9471,2.9553,450879
6/10/20,2.94706,2.95996,2.94706,2.95738,2.9573,164803
6/11/20,2.95476,2.95476,2.83606,2.83606,2.8974,625902
6/12/20,2.75867,2.81545,2.75867,2.79738,2.7871,628517
6/15/20,2.83598,2.83598,2.69664,2.7147,2.7279,1168633
6/16/20,2.75093,2.86706,2.75093,2.84641,2.851,204400
6/17/20,2.86706,2.89287,2.85416,2.89029,2.8731,422800
6/18/20,2.86175,2.86175,2.82304,2.85401,2.8394,60752
6/19/20,2.85659,2.87723,2.85401,2.87723,2.8604,160922
6/22/20,2.86182,2.86182,2.82054,2.84118,2.8308,305599
6/23/20,2.84641,2.89029,2.82319,2.8877,2.8525,246992
6/24/20,2.87727,2.87727,2.85921,2.85921,2.8693,221600
6/25/20,2.87727,2.87727,2.85921,2.85921,2.8693,221600
6/26/20,2.85408,2.85408,2.81796,2.81796,2.826,198610
6/29/20,2.7766,2.78176,2.76111,2.77401,2.7738,485006
6/30/20,2.8153,2.81788,2.79724,2.79724,2.8067,193100
7/1/20,2.8153,2.81788,2.79724,2.79724,2.8067,193100
7/2/20,2.86437,2.87211,2.8463,2.87211,2.8605,371771
7/3/20,2.87742,2.88258,2.8671,2.88258,2.8737,269811
7/6/20,2.89032,2.91613,2.89032,2.91613,2.9039,278084
7/7/20,2.91867,2.91867,2.8877,2.8877,2.9038,262743
7/8/20,2.88774,2.8929,2.87226,2.89032,2.8832,161284
7/9/20,2.89803,2.91609,2.89287,2.90061,2.9012,196374
7/10/20,2.88741,2.88741,2.85902,2.86934,2.8727,157074
7/13/20,2.92615,2.93647,2.92615,2.93389,2.9305,486134
7/14/20,2.9131,2.9131,2.88988,2.89246,2.8949,93227
7/15/20,2.93321,2.94869,2.93321,2.94095,2.9429,299277
7/16/20,2.94827,2.95085,2.93279,2.93537,2.9416,275036
7/17/20,2.94061,2.94577,2.93545,2.93803,2.9395,224969
7/20/20,2.93602,2.94634,2.93086,2.93602,2.9372,169200
7/21/20,2.98045,3.0011,2.97529,2.99336,2.9821,312642
7/22/20,2.99274,2.9979,2.97726,2.97726,2.9888,148714
7/23/20,3.00595,3.01369,2.99305,3.01369,3.0015,285400
7/24/20,3.01365,3.01365,2.93882,2.9414,2.9574,158400
7/27/20,2.95172,2.95947,2.94398,2.94914,2.954,93240
7/28/20,2.94953,2.98049,2.94953,2.96759,2.9684,199906
7/29/20,2.96254,2.96254,2.93932,2.9548,2.9496,122531
7/30/20,2.98061,2.98319,2.95738,2.95996,2.9766,156006
7/31/20,2.99351,3.00899,2.97803,2.99093,2.9905,246200
8/3/20,3.00626,3.00626,2.99077,2.99336,2.9969,220807
8/4/20,3.01932,3.02448,3.01157,3.01415,3.0207,141600
8/5/20,3.02444,3.04508,3.02186,3.04508,3.0337,129025
8/6/20,3.04766,3.05799,3.03992,3.05282,3.0497,134143
8/7/20,3.06311,3.06827,3.0502,3.06053,3.0598,141135
8/10/20,3.06315,3.08121,3.06315,3.07605,3.0725,155103
8/11/20,3.08379,3.09411,3.07863,3.09411,3.0862,123024
8/12/20,3.07065,3.07839,3.05259,3.07581,3.0638,207409
8/13/20,3.08887,3.09661,3.08887,3.09403,3.0927,186664
8/14/20,3.09391,3.10166,3.07843,3.08101,3.0948,131683
8/17/20,3.08117,3.09923,3.08117,3.09407,3.0933,92612
8/18/20,3.1096,3.1096,3.09411,3.09669,3.1024,188400
8/19/20,3.10702,3.11734,3.09927,3.11476,3.1093,86302
8/20/20,3.09157,3.09157,3.07093,3.08383,3.0784,138021
8/21/20,3.1044,3.11214,3.10182,3.10956,3.1073,83286
8/24/20,3.12258,3.13548,3.11742,3.13548,3.1261,116930
8/25/20,3.15855,3.16371,3.13532,3.16371,3.1605,136667
8/26/20,3.16113,3.16371,3.15081,3.15855,3.1562,202737
8/27/20,3.18189,3.18964,3.18189,3.18706,3.1844,1069781
8/28/20,3.18955,3.22052,3.18955,3.20246,3.2074,336935
8/31/20,3.2231,3.2902,3.22052,3.2231,3.2277,313751
9/1/20,3.2129,3.22581,3.20516,3.22581,3.2143,155313
9/2/20,3.24379,3.25669,3.23605,3.25669,3.2453,134875
9/3/20,3.26439,3.2902,3.26439,3.28761,3.2825,215014
9/4/20,3.22564,3.22564,3.15081,3.18435,3.1658,445732
9/7/20,3.17665,3.17665,3.11214,3.12246,3.1281,335230
9/8/20,3.11984,3.15855,3.11984,3.15081,3.1479,80829
9/9/20,3.08875,3.08875,3.04747,3.08101,3.0615,624782
9/10/20,3.09919,3.125,3.09919,3.10436,3.1149,151900
9/11/20,3.07863,3.09669,3.07605,3.08637,3.0822,144900
9/14/20,3.08641,3.10964,3.08641,3.10964,3.0956,353211
9/15/20,3.10968,3.11742,3.10194,3.11226,3.1086,85300
9/16/20,3.11992,3.1354,3.11992,3.13282,3.1263,109900
9/17/20,3.12774,3.12774,3.05032,3.06839,3.0801,89873
9/18/20,3.07613,3.08645,3.06839,3.07613,3.0797,33800
9/21/20,3.05799,3.06057,3.01154,3.01928,3.0364,97005
9/22/20,3.0167,3.01928,2.99863,3.00895,3.0072,293595
9/23/20,3.0271,3.04774,3.0271,3.04774,3.0353,84500
9/24/20,3.01928,3.01928,2.95476,2.97283,2.9722,229668
9/25/20,2.91613,3.00645,2.91613,2.97806,2.9932,85730
9/28/20,2.99097,3.0529,2.99097,3.0529,3.0407,73409
9/29/20,3.08641,3.09673,3.07093,3.07093,3.0874,85800
9/30/20,3.07355,3.08903,3.03226,3.04516,3.061,81532
10/1/20,3.07355,3.08903,3.03226,3.04516,3.061,81532
10/2/20,3.07355,3.08903,3.03226,3.04516,3.061,81532
10/5/20,3.08383,3.09415,3.07867,3.07867,3.086,40478
10/6/20,3.07871,3.12,3.07871,3.11226,3.1145,241186
10/7/20,3.1071,3.1071,3.06839,3.09935,3.0807,218857
10/8/20,3.14839,3.15097,3.13032,3.14065,3.1381,114112
10/9/20,3.16387,3.17419,3.16129,3.16387,3.1685,104841
10/12/20,3.18194,3.2,3.17161,3.19484,3.1891,234528
10/13/20,3.18194,3.2,3.17161,3.19484,3.1891,234528
10/14/20,3.20774,3.23097,3.20774,3.22323,3.2226,189799
10/15/20,3.1948,3.1948,3.17415,3.17673,3.1832,197305
10/16/20,3.17673,3.19996,3.17673,3.18964,3.1899,91435
10/19/20,3.1871,3.21032,3.1871,3.2,3.1993,191252
10/20/20,3.2,3.2,3.14581,3.16129,3.1526,154279
10/21/20,3.16129,3.16903,3.15613,3.15613,3.1635,205210
10/22/20,3.12774,3.13806,3.12516,3.13548,3.1298,135160
10/23/20,3.13548,3.17161,3.13548,3.17161,3.16,184988
10/26/20,3.13548,3.17161,3.13548,3.17161,3.16,184988
10/27/20,3.12774,3.13548,3.11484,3.13548,3.1194,154791
10/28/20,3.10448,3.10448,3.07093,3.07609,3.0846,152100
10/29/20,3.02835,3.04125,3.01803,3.02319,3.0245,162832
10/30/20,3.02296,3.02296,2.96363,2.97911,2.9869,462500
11/2/20,3.00637,3.01154,2.99347,3.01154,3.0033,139314
11/3/20,3.03957,3.05505,3.03699,3.04473,3.0441,225700
11/4/20,3.08367,3.14039,3.05273,3.06304,3.095,363486
11/5/20,3.11025,3.19278,3.11025,3.18762,3.17,503542
11/6/20,3.19065,3.20871,3.19065,3.20097,3.2014,195141
11/9/20,3.25268,3.27332,3.20109,3.25784,3.2556,432119
11/10/20,3.25539,3.25797,3.22443,3.25539,3.2394,432444
11/11/20,3.25006,3.26554,3.23974,3.25522,3.2532,158896
11/12/20,3.28072,3.2833,3.24977,3.25493,3.2615,273027
11/13/20,3.23471,3.25277,3.22955,3.24761,3.2389,189877
11/16/20,3.26279,3.31438,3.26279,3.3118,3.3079,234517
11/17/20,3.32005,3.32005,3.30457,3.30973,3.3144,224211
11/18/20,3.30994,3.30994,3.29188,3.3022,3.2983,61728
11/19/20,3.27632,3.27632,3.26342,3.27374,3.2677,131800
11/20/20,3.27129,3.27129,3.25839,3.26613,3.2659,133237
11/23/20,3.27932,3.28448,3.269,3.28448,3.2736,55226
11/24/20,3.28457,3.30779,3.28457,3.30005,3.3025,163725
11/25/20,3.35187,3.35187,3.33123,3.33897,3.3461,170537
11/26/20,3.33905,3.33905,3.32873,3.33389,3.3349,78200
11/27/20,3.33652,3.33652,3.31329,3.33135,3.3242,85100
11/30/20,3.33054,3.33312,3.30732,3.31506,3.3181,132383
12/1/20,3.32826,3.35664,3.32826,3.35148,3.3485,122411
12/2/20,3.35144,3.35402,3.34112,3.35144,3.3505,117863
12/3/20,3.36468,3.37242,3.35694,3.35952,3.3641,83881
12/4/20,3.37527,3.37527,3.36236,3.37011,3.3676,45707
12/7/20,3.38817,3.39333,3.38043,3.38559,3.3858,114766
12/8/20,3.38012,3.38012,3.37238,3.37496,3.376,262573
12/9/20,3.39792,3.40308,3.39534,3.4005,3.3991,111814
12/10/20,3.375,3.375,3.3621,3.3621,3.369,61143
12/11/20,3.36193,3.36709,3.35677,3.36193,3.363,120852
12/14/20,3.36176,3.38498,3.36176,3.3824,3.3755,189292
12/15/20,3.3775,3.3775,3.34654,3.35686,3.351,72019
12/16/20,3.3824,3.39272,3.3824,3.39014,3.3896,57697
12/17/20,3.39775,3.41322,3.39517,3.41322,3.3986,64400
12/18/20,3.41336,3.41594,3.40304,3.41078,3.411,103640
12/21/20,3.40531,3.41047,3.39241,3.39241,3.4032,58578
12/22/20,3.3925,3.40282,3.36928,3.38218,3.3843,127700
12/23/20,3.37413,3.38961,3.36124,3.38703,3.3694,115410
12/24/20,3.38677,3.39709,3.38677,3.39451,3.389,67900
12/25/20,3.38677,3.39709,3.38677,3.39451,3.389,67900
12/28/20,3.39455,3.42293,3.39455,3.42035,3.42,220907
12/29/20,3.43565,3.44854,3.43307,3.44596,3.4401,88030
12/30/20,3.44667,3.44667,3.42346,3.43378,3.4331,85728
12/31/20,3.45641,3.45641,3.42546,3.42804,3.4314,134500
1/1/21,3.45641,3.45641,3.42546,3.42804,3.4314,134500
1/4/21,3.43053,3.45633,3.43053,3.45633,3.44,183182
1/5/21,3.40496,3.40496,3.37916,3.37916,3.3963,335871
1/6/21,3.3817,3.42039,3.3817,3.41007,3.4036,359067
1/7/21,3.45383,3.46157,3.45126,3.46157,3.4542,148568
1/8/21,3.48411,3.50732,3.48411,3.50732,3.5009,130754
1/11/21,3.50221,3.52026,3.48158,3.48674,3.4955,262648
1/12/21,3.48936,3.49194,3.47905,3.49194,3.4846,53357
1/13/21,3.49244,3.49244,3.4847,3.49244,3.4895,44400
1/14/21,3.50782,3.50782,3.49235,3.50008,3.5004,189030
1/15/21,3.50022,3.50022,3.45379,3.46927,3.4733,169299
1/18/21,3.45139,3.45397,3.44365,3.44881,3.4487,107590
1/19/21,3.47768,3.488,3.46994,3.48542,3.4817,72539
1/20/21,3.48578,3.4961,3.48062,3.49352,3.4868,121943
1/21/21,3.49596,3.54756,3.49596,3.54756,3.5413,142465
1/22/21,3.5577,3.5577,3.51642,3.52158,3.5312,88022
1/25/21,3.5295,3.5424,3.5295,3.5424,3.5343,235124
1/26/21,3.54213,3.54213,3.51117,3.51117,3.5185,135839
1/27/21,3.48569,3.53471,3.48569,3.52955,3.5267,173310
1/28/21,3.47999,3.47999,3.4155,3.42324,3.4333,243903
1/29/21,3.44365,3.46687,3.42301,3.43075,3.4456,232964
2/1/21,3.35599,3.43596,3.35599,3.4308,3.4069,116860
2/2/21,3.46242,3.48306,3.46242,3.4779,3.4763,91537
2/3/21,3.51936,3.54001,3.5142,3.54001,3.5192,157774
2/4/21,3.51886,3.52144,3.50081,3.51371,3.5151,95244
2/5/21,3.54204,3.5601,3.54204,3.5601,3.5536,182167
2/8/21,3.57557,3.58589,3.57557,3.58589,3.5822,124700
2/9/21,3.58894,3.59668,3.58636,3.5941,3.5917,74336
2/10/21,3.59373,3.60405,3.59115,3.60147,3.598,207911
2/11/21,3.60653,3.60653,3.57815,3.59105,3.5832,57100
2/12/21,3.60653,3.60653,3.57815,3.59105,3.5832,57100
2/15/21,3.60653,3.60653,3.57815,3.59105,3.5832,57100
2/16/21,3.61188,3.63768,3.61188,3.63252,3.6332,230799
2/17/21,3.6298,3.6298,3.59626,3.62464,3.6063,111700
2/18/21,3.60386,3.61676,3.59612,3.5987,3.6073,200326
2/19/21,3.59589,3.59589,3.57525,3.58815,3.5812,76308
2/22/21,3.59054,3.59828,3.55701,3.55959,3.5763,184153
2/23/21,3.55697,3.5776,3.55697,3.57244,3.5703,70359
2/24/21,3.56434,3.57207,3.54112,3.55402,3.5529,229279
2/25/21,3.59819,3.61367,3.59819,3.60593,3.6076,103605
2/26/21,3.54026,3.54026,3.49642,3.50931,3.511,404600
3/1/21,3.53248,3.53763,3.51958,3.53248,3.5308,100442
3/2/21,3.54256,3.58639,3.54256,3.56061,3.5706,131643
3/3/21,3.56609,3.57898,3.55577,3.5764,3.5699,61712
3/4/21,3.55743,3.55743,3.48268,3.49557,3.4983,109200
3/5/21,3.4413,3.46191,3.42842,3.44903,3.4426,146382
3/8/21,3.52652,3.53424,3.50335,3.50335,3.521,282646
3/9/21,3.53025,3.54571,3.51994,3.5354,3.5309,172163
3/10/21,3.54851,3.5614,3.54336,3.55367,3.5523,90659
3/11/21,3.58252,3.60572,3.57994,3.60572,3.5952,181539
